Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,92.69290924072266,94.485423600771,91.69706792958468,94.485423600771,8164300
2000-01-04,89.0680160522461,91.81653712004795,88.99830718458445,91.47795119140571,8089800
2000-01-05,89.2274169921875,90.20334186553954,87.47473558698381,89.18758332388741,12177900
2000-01-06,87.79335021972656,90.18336882824906,87.79335021972656,88.98835952398781,6227200
2000-01-07,92.89210510253906,92.89210510253906,89.26724165299744,89.42657631012014,8066500
2000-01-10,93.21075439453125,93.62900777963492,92.43399810791016,93.21075439453125,5741700
2000-01-11,92.095458984375,93.11121772317325,91.45812016787414,92.9319661810324,7503700
2000-01-12,91.17930603027344,92.15523132417545,91.05980497387726,92.15523132417545,6907700
2000-01-13,92.41409301757812,92.8920969469794,91.31866734603356,92.0755069009189,5158300
2000-01-14,93.66886901855469,93.9875383581883,93.03153033928747,93.39003334637529,7437300
2000-01-18,92.93193817138672,93.44977580371763,92.53360153113216,92.6331856911958,6488500
2000-01-19,93.68875122070312,93.68875122070312,92.41407433334662,92.61324259699607,6157900
2000-01-20,92.25475311279297,93.66884798995366,91.65724823511944,93.66884798995366,5800100
2000-01-21,92.05558776855469,92.73275998493955,91.81658580983061,92.73275998493955,6244800
2000-01-24,89.44649505615234,92.95185758785638,88.84899007915735,92.83235659245739,7896900
2000-01-25,90.46224212646484,90.46224212646484,88.59006010095015,89.5560263587955,9942500
2000-01-26,89.74523162841797,90.2132771107233,89.28714456062977,89.86473260262358,5158100
2000-01-27,89.38674926757812,90.64150978537167,88.03240458170573,90.40250778198242,10922700
2000-01-28,86.5983657836914,89.26722066294961,86.37928068166275,88.8688841138066,11916200
2000-01-31,88.94857025146484,89.01827916232023,86.04071282721185,86.55855045070896,10768700
2000-02-01,89.82492065429688,90.3029246666479,88.291324448004,89.06808096807441,8419900
2000-02-02,89.90457153320312,90.6614110808907,89.46640126875242,90.04398934461925,6205900
2000-02-03,91.25890350341797,91.29873715837363,89.22738710067928,89.78505827005853,7997500
2000-02-04,90.8804931640625,91.77675049309664,90.5817407210511,91.25891292521024,4925400
2000-02-07,90.74102783203125,90.99994648036672,90.14352325894939,90.86052874664762,5845800
2000-02-08,91.97591400146484,92.13524862944486,91.5377437745198,91.75682888799231,4936400
2000-02-09,90.04398345947266,92.0755000073307,90.03402504502237,92.0755000073307,8511500
2000-02-10,90.22322845458984,90.86056693373926,89.78505825017461,90.26306210953669,6690600
2000-02-11,88.39091491699219,90.46226578480814,87.97266137637551,90.40251527900575,9849800
2000-02-14,88.90876007080078,89.08801160320158,88.1519202673307,89.08801160320158,8528800
2000-02-15,89.91452026367188,90.00414598992872,87.82325331767885,88.7493858223329,11078300
2000-02-16,88.59004974365234,89.82489306292088,88.46059036340645,89.4663901637784,8845400
2000-02-17,88.13197326660156,89.50623454465705,88.09213960636808,89.50623454465705,7584200
2000-02-18,86.23987579345703,88.51039446330786,85.80170552383669,88.51039446330786,9409200
2000-02-22,86.02082061767578,86.89716146212537,85.1046460984785,86.16023847929276,16415400
2000-02-23,87.03655242919922,87.61414053456461,85.72204156871246,86.43904749261434,12119000
2000-02-24,85.28385925292969,87.33529257919119,84.82577219949266,87.11620746667784,17375000
2000-02-25,84.97518157958984,87.13615830556793,84.845722144393,86.16023333254557,10559900
2000-02-28,86.75770568847656,87.11620860454465,84.5867713633976,85.00502476547705,13397800
2000-02-29,87.5942153930664,87.5942153930664,86.51870660924978,86.71787490254916,8242500
2000-03-01,88.23155212402344,88.59005504461766,87.45479579606928,87.71371457205399,6868000
2000-03-02,88.29131317138672,88.66973296616595,87.53447358182825,88.39089732790757,7600200
2000-03-03,89.94440460205078,90.32282437340574,89.04814724884169,89.50623434048188,12770300
2000-03-06,89.0680160522461,90.08377383817287,88.43067783362537,89.74518790953061,11967100
2000-03-07,87.34524536132812,89.32696966037092,86.18011097445373,89.22738552474063,20062000
2000-03-08,87.23567199707031,87.85309341988062,86.06057961172165,86.97675333589179,11808500
2000-03-09,89.78508758544922,89.78508758544922,86.75772882036753,87.47473484367636,5500900
2000-03-10,89.30705261230469,90.5020622369118,88.92863289784577,89.34688626645826,7924600
2000-03-13,88.3311767578125,89.52618704089453,86.47891081903538,87.11624963667913,10540500
2000-03-14,87.07636260986328,89.2871302790524,86.77761022213502,88.7692928069901,8263900
2000-03-15,89.10784912109375,89.50618550518446,86.71783081654944,87.23566811586737,10300800
2000-03-16,93.27051544189453,93.58918472378014,89.78507017127066,90.26307409409908,25601400
2000-03-17,93.8869400024414,94.5658332308725,92.92850250347986,93.16811187822024,10272900
2000-03-20,93.40770721435547,94.14650267543524,92.50917219412332,93.84699100202452,12502300
2000-03-21,95.32462310791016,95.68403727128307,92.32950507980237,92.98843104598609,13612600
2000-03-22,95.9036865234375,96.3829054442292,95.00515104695307,95.56423978787672,8260000
2000-03-23,97.541015625,98.06016944408906,95.30466071200102,95.30466071200102,11654500
2000-03-24,98.12007904052734,99.51780096418159,96.94199913344735,97.68079500737888,11462900
2000-03-27,97.08170318603516,98.25978226624414,97.0018334178854,98.00020551975742,8798600
2000-03-28,96.52265930175781,97.75065755311448,96.22314753313424,96.64246400920725,6334400
2000-03-29,96.62250518798828,97.4311870355009,95.62413253673814,96.84214717126332,6747500
2000-03-30,95.0051498413086,97.07178141099658,94.0067771023289,95.94362021594952,9491900
2000-03-31,96.08340454101562,97.32138689378847,94.84542218824276,95.60418556574871,9249100
2000-04-03,96.64247131347656,96.64247131347656,95.00514018791766,95.9236430144507,8508200
2000-04-04,95.9236831665039,97.76068958851023,90.34277778660427,96.96199114415965,19585500
2000-04-05,95.32462310791016,96.36293069098751,94.32625043187423,94.48599006003997,8387200
2000-04-06,96.15325164794922,96.92199844235189,95.20479781069918,96.00349577890974,6378500
2000-04-07,96.76224517822266,97.20152899867684,96.16322178669425,96.84211496375978,6023600
2000-04-10,96.3828353881836,97.83047482585572,96.04338889935013,96.96189116325245,9624200
2000-04-11,96.1033935546875,96.88212456416866,94.80550853888558,95.84381655152711,9006400
2000-04-12,93.4676284790039,96.58255051333943,93.3877586832517,96.08336428988822,10779200
2000-04-13,92.16974639892578,94.66567757307347,91.87023465802807,94.22639368642348,12225800
2000-04-14,86.89836120605469,91.25126624808591,85.30096486035515,91.13146152215845,29604000
2000-04-17,89.93341827392578,89.93341827392578,86.0597319628375,86.37921124622622,23918200
2000-04-18,92.30953216552734,92.30953216552736,89.31441431460173,89.81360062308934,11069200
2000-04-19,91.45094299316406,92.72886010049213,91.07156135192605,92.3295110044521,6553700
2000-04-20,91.89019775390625,91.97006754769495,90.97169512533613,91.73045816632884,8537600
2000-04-24,90.89183807373047,91.57073141610894,89.77366080393062,90.41261924381624,12893100
2000-04-25,94.66567993164062,94.66567993164062,92.28955339465153,92.40935809399552,14102000
2000-04-26,93.59744262695312,95.04508307291667,93.28794708333334,94.54589671223958,7711100
2000-04-27,93.28792572021484,94.14652606395826,91.37105053418303,91.37105053418303,15595300
2000-04-28,92.70889282226562,94.4760125756084,92.68892536742558,93.92690756750753,8743400
2000-05-01,93.96680450439453,94.87532333247569,93.18807408032495,93.64732535605829,7328300
2000-05-02,92.08992004394531,94.00679608995979,92.08992004394531,92.96848823170195,9411900
2000-05-03,89.93341827392578,92.01003361595248,89.31442716236012,92.01003361595248,12630700
2000-05-04,90.61229705810547,90.96172746765083,89.93340369098877,90.7321017699496,5963600
2000-05-05,91.71048736572266,92.00999908148269,90.05318920518378,90.13305899605314,7862400
2000-05-08,91.02163696289062,91.6106768423258,90.6322716188572,91.21132777152229,5064100
2000-05-09,90.29280853271484,91.63062767727297,89.62389896043577,91.41098572816641,5620300
2000-05-10,88.25611877441406,90.07315651388728,88.01650940217583,89.7736447985895,10293900
2000-05-11,90.27283477783203,90.41260691750132,88.8950808296634,89.53403918243727,7091100
2000-05-12,91.25123596191406,91.6705523634896,90.49247294953929,90.61227763570373,5960800
2000-05-15,92.82868957519531,93.0383478330012,90.73210699713647,91.21132587212135,4441300
2000-05-16,93.72720336914062,94.38612917041493,92.84863563410819,93.64733357504676,8192200
2000-05-17,92.74884033203125,93.40776643126851,92.30955626587308,93.08828711042621,5907200
2000-05-18,91.61066436767578,93.48760474486879,91.61066436767578,93.04832082680234,4325600
2000-05-19,90.1729965209961,91.52079928121913,89.71374521010527,91.09149914277772,6518400
2000-05-22,89.494140625,90.39267617344377,87.53732987505578,90.25290397701919,10839400
2000-05-23,88.17628479003906,89.97335581157519,87.89674040891123,89.73374634203704,7979200
2000-05-24,89.61390686035156,89.89345113308885,87.21781309403201,88.17625060055983,11081500
2000-05-25,88.07643127441406,90.6122976928794,87.99656146595846,89.89346941677898,8278900
2000-05-26,88.17628479003906,89.25452740296073,87.74698449044988,88.69543864070505,4814000
2000-05-30,91.05154418945312,91.33108840406987,89.11470213103713,89.45414867735747,5362700
2000-05-31,91.25123596191406,92.00999897428885,90.79198466495039,91.09149638036148,6056500
2000-06-01,92.84861755371094,92.92848733225176,91.37102665070564,91.81031043268018,8961600
2000-06-02,94.46600341796875,95.26470139656074,94.23637774912355,95.16486414923675,8962200
2000-06-05,94.00674438476562,94.70560505882399,93.84700480212372,94.22638631089826,6998100
2000-06-06,93.58746337890625,94.42609650498137,93.22804918201692,93.68730065581997,4858900
2000-06-07,94.23637390136719,94.56583680408413,93.28792009051543,93.68726906350564,4919500
2000-06-08,93.86699676513672,94.40611799735512,93.32787553291833,94.24637837299412,5723100
2000-06-09,93.66722869873047,94.54579575538025,93.04823827245448,94.2462842587951,3085300
2000-06-12,92.56909942626953,93.90691859399172,92.56909942626953,93.90691859399172,3678900
2000-06-13,94.30631256103516,94.40614985995643,92.40940388153096,92.52920864023649,6558700
2000-06-14,94.46600341796875,95.12492925030715,94.04668697920795,94.72558026101115,6420500
2000-06-15,94.66567993164062,95.04506147956324,93.82704703623271,94.64571248174995,5881200
2000-06-16,93.8877944946289,94.98858935653566,93.42746209783154,94.98858935653566,5567900
2000-06-19,95.08866882324219,95.5289868013755,93.66764262108471,93.8077437959453,5106900
2000-06-20,94.74846649169922,95.34890037314219,94.14803261025627,94.90858219341735,6480000
2000-06-21,94.70845031738281,95.0687106947524,94.07799465698604,94.10801635510016,3115000
2000-06-22,93.26737976074219,94.58833406636643,92.86709057721968,94.50827622966193,7490500
2000-06-23,92.46678924560547,93.58759881221887,92.14655794085878,93.38745424675218,4863300
2000-06-26,93.65768432617188,93.66769155817596,92.78705514181704,93.10728656594755,5201300
2000-06-27,92.96720886230469,93.96793231615081,92.87714375145853,93.49759229284314,4159500
